,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
0,2020-01-23,sh.688266,67.5200000000,77.5800000000,60.3300000000,74.5900000000,33.7600000000,35144625,2277549591.0000,1,64.123300,1,120.942000,0
1,2020-02-03,sh.688266,65.5100000000,75.4000000000,61.2200000000,66.7600000000,74.5900000000,20249635,1372745968.0000,1,36.946600,1,-10.497400,0
2,2020-02-04,sh.688266,68.8100000000,79.8000000000,65.0000000000,76.6500000000,66.7600000000,20746553,1537705496.0000,1,37.853200,1,14.814300,0
3,2020-02-05,sh.688266,77.0000000000,91.6200000000,75.0300000000,80.8100000000,76.6500000000,20254669,1690900425.0000,1,36.955700,1,5.427300,0
4,2020-02-06,sh.688266,81.0000000000,82.0000000000,74.8800000000,75.4700000000,80.8100000000,15715461,1218246103.0000,1,28.673700,1,-6.608100,0
5,2020-02-07,sh.688266,75.3000000000,78.8800000000,71.3300000000,73.2200000000,75.4700000000,12504798,936068116.0000,1,22.815700,1,-2.981300,0
6,2020-02-10,sh.688266,73.0000000000,78.9900000000,73.0000000000,77.7300000000,73.2200000000,11941659,919747647.0000,1,21.788200,1,6.159500,0
7,2020-02-11,sh.688266,76.9700000000,76.9700000000,70.0000000000,70.9900000000,77.7300000000,11380070,823845347.0000,1,20.763600,1,-8.671000,0
8,2020-02-12,sh.688266,71.7400000000,72.9300000000,70.2600000000,72.2800000000,70.9900000000,5436980,391050298.0000,1,9.920100,1,1.817200,0
9,2020-02-13,sh.688266,72.8800000000,73.3900000000,69.5100000000,70.3900000000,72.2800000000,6293798,445669356.0000,1,11.483400,1,-2.614800,0
10,2020-02-14,sh.688266,71.0000000000,76.9500000000,70.6000000000,73.7100000000,70.3900000000,9823780,728027322.0000,1,17.924000,1,4.716600,0
11,2020-02-17,sh.688266,72.2000000000,74.6800000000,71.4300000000,74.2700000000,73.7100000000,6187251,452660014.0000,1,11.289000,1,0.759700,0
12,2020-02-18,sh.688266,74.4400000000,74.4500000000,72.1100000000,73.5200000000,74.2700000000,4605569,337044696.0000,1,8.403100,1,-1.009800,0
13,2020-02-19,sh.688266,74.0000000000,77.9500000000,73.6400000000,74.2600000000,73.5200000000,6735898,509850990.0000,1,12.290000,1,1.006500,0
14,2020-02-20,sh.688266,74.0800000000,74.8800000000,71.4500000000,73.0800000000,74.2600000000,5344754,389004747.0000,1,9.751800,1,-1.589000,0
15,2020-02-21,sh.688266,71.0300000000,72.6000000000,67.6400000000,67.7800000000,73.0800000000,9744759,674057320.0000,1,17.779800,1,-7.252300,0
16,2020-02-24,sh.688266,66.8900000000,66.9600000000,65.0000000000,66.1800000000,67.7800000000,4847144,319343200.0000,1,8.843900,1,-2.360600,0
17,2020-02-25,sh.688266,64.9800000000,67.8000000000,64.5100000000,66.9000000000,66.1800000000,4247206,281429308.0000,1,7.749300,1,1.087900,0
18,2020-02-26,sh.688266,66.6600000000,66.6600000000,62.0000000000,62.2600000000,66.9000000000,5151884,328976943.0000,1,9.399900,1,-6.935700,0
19,2020-02-27,sh.688266,62.1000000000,62.9500000000,59.1000000000,60.0300000000,62.2600000000,3766842,227907901.0000,1,6.872800,1,-3.581800,0
20,2020-02-28,sh.688266,58.3300000000,61.9700000000,57.6800000000,59.7000000000,60.0300000000,2984618,179716228.0000,1,5.445600,1,-0.549700,0
21,2020-03-02,sh.688266,60.8000000000,61.3400000000,59.0000000000,61.0200000000,59.7000000000,2778737,167557291.0000,1,5.070000,1,2.211100,0
22,2020-03-03,sh.688266,61.4000000000,62.8500000000,60.7800000000,62.3500000000,61.0200000000,4039781,249309731.0000,1,7.370800,1,2.179600,0
23,2020-03-04,sh.688266,63.4000000000,65.4100000000,62.2000000000,64.9400000000,62.3500000000,5739781,368170832.0000,1,10.472500,1,4.154000,0
24,2020-03-05,sh.688266,64.4000000000,65.3000000000,63.0700000000,63.4900000000,64.9400000000,3351312,214366453.0000,1,6.114700,1,-2.232800,0
25,2020-03-06,sh.688266,63.8900000000,65.3900000000,62.7000000000,62.9800000000,63.4900000000,2603866,166887613.0000,1,4.750900,1,-0.803300,0
26,2020-03-09,sh.688266,61.0000000000,61.5000000000,58.8100000000,59.0300000000,62.9800000000,3435225,205637260.0000,1,6.267800,1,-6.271800,0
27,2020-03-10,sh.688266,58.3000000000,59.3700000000,56.0200000000,58.8900000000,59.0300000000,2640044,153171547.0000,1,4.816900,1,-0.237200,0
28,2020-03-11,sh.688266,59.1000000000,60.9800000000,58.3000000000,58.7000000000,58.8900000000,2123343,126521147.0000,1,3.874200,1,-0.322600,0
29,2020-03-12,sh.688266,58.5000000000,58.5000000000,56.3800000000,56.6300000000,58.7000000000,1890711,108245692.0000,1,3.449700,1,-3.526400,0
30,2020-03-13,sh.688266,53.0000000000,55.8000000000,51.8000000000,54.1900000000,56.6300000000,2781849,150777089.0000,1,5.075600,1,-4.308700,0
31,2020-03-16,sh.688266,54.4800000000,55.9000000000,51.6000000000,52.0000000000,54.1900000000,2102800,113006185.0000,1,3.836700,1,-4.041300,0
32,2020-03-17,sh.688266,53.0500000000,53.3800000000,49.5000000000,51.3200000000,52.0000000000,2271338,115923947.0000,1,4.144200,1,-1.307700,0
