,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
0,2019-01-02,sh.601058,10.9017664000,11.0477722000,10.8530978000,11.0477722000,10.8530978000,11246860,25353953.0000,1,0.520891,1,1.793720,0
1,2019-01-03,sh.601058,11.0477722000,11.0964408000,10.9991036000,10.9991036000,11.0477722000,7669300,17420946.0000,1,0.355199,1,-0.440528,0
2,2019-01-04,sh.601058,10.9504350000,11.2424466000,10.9017664000,11.2424466000,10.9991036000,12742384,29108308.0000,1,0.590155,1,2.212387,0
3,2019-01-07,sh.601058,11.2911152000,11.5344582000,11.2424466000,11.4371210000,11.2424466000,11869146,27860701.0000,1,0.549712,1,1.731600,0
4,2019-01-08,sh.601058,11.4371210000,11.7291326000,11.3397838000,11.6317954000,11.4371210000,13048983,31038942.0000,1,0.604355,1,1.702136,0
5,2019-01-09,sh.601058,11.6317954000,11.8751384000,11.5831268000,11.6317954000,11.6317954000,17504501,42220050.0000,1,0.810710,1,0.000000,0
6,2019-01-10,sh.601058,11.7291326000,11.7778012000,11.6317954000,11.6317954000,11.6317954000,9239600,22230861.0000,1,0.427926,1,0.000000,0
7,2019-01-11,sh.601058,11.6317954000,11.8264698000,11.6317954000,11.7291326000,11.6317954000,9314697,22501668.0000,1,0.431404,1,0.836819,0
8,2019-01-14,sh.601058,11.7778012000,11.8751384000,11.7291326000,11.7291326000,11.7291326000,6956035,16862416.0000,1,0.322164,1,0.000000,0
9,2019-01-15,sh.601058,11.7291326000,11.7778012000,11.5344582000,11.7291326000,11.7291326000,10987166,26349464.0000,1,0.508864,1,0.000000,0
10,2019-01-16,sh.601058,11.7778012000,11.8264698000,11.6804640000,11.7291326000,11.7291326000,7867453,19019604.0000,1,0.364376,1,0.000000,0
11,2019-01-17,sh.601058,11.7778012000,11.7778012000,11.6317954000,11.6804640000,11.7291326000,8682227,20906556.0000,1,0.402112,1,-0.414937,0
12,2019-01-18,sh.601058,11.6804640000,11.7778012000,11.6804640000,11.7291326000,11.6804640000,8764080,21158606.0000,1,0.405903,1,0.416666,0
13,2019-01-21,sh.601058,11.7778012000,12.0698128000,11.7291326000,11.8751384000,11.7291326000,16558268,40440840.0000,1,0.766886,1,1.244812,0
14,2019-01-22,sh.601058,12.0211442000,12.7511732000,11.9238070000,12.1671500000,11.8751384000,38010691,95729014.0000,1,1.760441,1,2.459014,0
15,2019-01-23,sh.601058,12.0211442000,12.1184814000,11.7291326000,11.8264698000,12.1671500000,21445660,52498971.0000,1,0.993242,1,-2.799997,0
16,2019-01-24,sh.601058,11.8264698000,11.8751384000,11.6804640000,11.7778012000,11.8264698000,12593000,30503492.0000,1,0.583237,1,-0.411522,0
17,2019-01-25,sh.601058,11.7291326000,11.8264698000,11.7291326000,11.7291326000,11.7778012000,7758340,18780666.0000,1,0.359323,1,-0.413223,0
18,2019-01-28,sh.601058,11.7778012000,12.0211442000,11.7291326000,11.7778012000,11.7291326000,11367711,27750104.0000,1,0.526488,1,0.414937,0
19,2019-01-29,sh.601058,11.7778012000,11.7778012000,11.5344582000,11.5344582000,11.7778012000,13606752,32464222.0000,1,0.630188,1,-2.066123,0
20,2019-01-30,sh.601058,11.5344582000,11.6317954000,11.4857896000,11.4857896000,11.5344582000,8443926,20049701.0000,1,0.391075,1,-0.421940,0
21,2019-01-31,sh.601058,11.4857896000,11.5831268000,11.2911152000,11.3884524000,11.4857896000,10025152,23649854.0000,1,0.464309,1,-0.847457,0
22,2019-02-01,sh.601058,11.4371210000,11.7291326000,11.3884524000,11.6317954000,11.3884524000,12705014,30183320.0000,1,0.588425,1,2.136760,0
23,2019-02-11,sh.601058,11.6804640000,11.8264698000,11.5344582000,11.7778012000,11.6317954000,13656666,32769615.0000,1,0.632500,1,1.255229,0
24,2019-02-12,sh.601058,11.7291326000,12.0698128000,11.7291326000,12.0211442000,11.7778012000,16939474,41505999.0000,1,0.784541,1,2.066114,0
25,2019-02-13,sh.601058,11.9724756000,12.2158186000,11.9238070000,12.1184814000,12.0211442000,14850208,36824910.0000,1,0.687778,1,0.809716,0
26,2019-02-14,sh.601058,12.0698128000,12.2158186000,12.0211442000,12.1671500000,12.1184814000,12367394,30846871.0000,1,0.572788,1,0.401606,0
27,2019-02-15,sh.601058,12.1184814000,12.2158186000,11.9724756000,12.0698128000,12.1671500000,10481875,26042376.0000,1,0.485461,1,-0.799999,0
28,2019-02-18,sh.601058,12.1671500000,12.4591616000,12.0698128000,12.3618244000,12.0698128000,21459448,54097484.0000,1,0.993881,1,2.419353,0
29,2019-02-19,sh.601058,12.4104930000,12.5564988000,12.3131558000,12.4104930000,12.3618244000,22170121,56542983.0000,1,1.026795,1,0.393700,0
30,2019-02-20,sh.601058,12.3618244000,12.4104930000,12.1671500000,12.3131558000,12.4104930000,23879580,60255750.0000,1,1.105968,1,-0.784313,0
31,2019-02-21,sh.601058,12.3131558000,12.6051674000,12.3131558000,12.4104930000,12.3131558000,26513420,67968450.0000,1,1.227952,1,0.790513,0
32,2019-02-22,sh.601058,12.4104930000,12.5564988000,12.2644872000,12.5564988000,12.4104930000,17287619,44111230.0000,1,0.800665,1,1.176469,0
33,2019-02-25,sh.601058,12.6051674000,13.0918534000,12.6051674000,13.0431848000,12.5564988000,41147694,108680333.0000,1,1.905729,1,3.875975,0
34,2019-02-26,sh.601058,13.0431848000,13.4325336000,12.8485104000,13.1891906000,13.0431848000,50070732,135379293.0000,1,2.318994,1,1.119402,0
35,2019-02-27,sh.601058,13.1891906000,13.2865278000,12.9458476000,13.1405220000,13.1891906000,35779083,96639657.0000,1,1.657086,1,-0.369003,0
36,2019-02-28,sh.601058,13.0918534000,13.4325336000,13.0918534000,13.2378592000,13.1405220000,25836123,70314082.0000,1,1.196584,1,0.740740,0
37,2019-03-01,sh.601058,13.2378592000,13.2865278000,12.9945162000,13.1891906000,13.2378592000,24734840,66666615.0000,1,1.145578,1,-0.367647,0
38,2019-03-04,sh.601058,13.2378592000,13.4325336000,13.1891906000,13.2865278000,13.1891906000,42628265,116605315.0000,1,1.974301,1,0.738007,0
39,2019-03-05,sh.601058,13.2378592000,13.5298708000,13.1405220000,13.5298708000,13.2865278000,33593551,92306161.0000,1,1.555864,1,1.831500,0
40,2019-03-06,sh.601058,13.6272080000,14.4059056000,13.5785394000,14.2112312000,13.5298708000,64056338,184027891.0000,1,2.966729,1,5.035975,0
41,2019-03-07,sh.601058,14.2598998000,14.7465858000,14.0165568000,14.6005800000,14.2112312000,54606647,162147608.0000,1,2.529072,1,2.739723,0
42,2019-03-08,sh.601058,14.3085684000,14.4545742000,13.4325336000,13.5298708000,14.6005800000,58777471,170079740.0000,1,2.722241,1,-7.333334,0
43,2019-03-11,sh.601058,13.6272080000,14.3085684000,13.5785394000,14.1625626000,13.5298708000,36716289,105755616.0000,1,1.700492,1,4.676263,0
44,2019-03-12,sh.601058,14.3085684000,14.5032428000,14.0165568000,14.3085684000,14.1625626000,41786957,122761205.0000,1,1.935337,1,1.030927,0
45,2019-03-13,sh.601058,14.2598998000,14.3572370000,13.6272080000,13.8218824000,14.3085684000,30579724,88123110.0000,1,1.416281,1,-3.401366,0
46,2019-03-14,sh.601058,13.8218824000,13.9678882000,13.2865278000,13.4812022000,13.8218824000,30620669,85220481.0000,1,1.418177,1,-2.464787,0
47,2019-03-15,sh.601058,13.5785394000,13.7245452000,13.4325336000,13.5785394000,13.4812022000,20899573,58357437.0000,1,0.967951,1,0.722021,0
48,2019-03-18,sh.601058,13.6758766000,14.2112312000,13.6272080000,14.1625626000,13.5785394000,28789463,82746284.0000,1,1.333366,1,4.301080,0
49,2019-03-19,sh.601058,14.2112312000,14.4545742000,14.0652254000,14.4059056000,14.1625626000,34352136,100851813.0000,1,1.590997,1,1.718211,0
50,2019-03-20,sh.601058,14.4545742000,14.6005800000,14.1625626000,14.4059056000,14.4059056000,35835445,105789463.0000,1,1.659696,1,0.000000,0
51,2019-03-21,sh.601058,14.5519114000,14.7465858000,14.4059056000,14.6005800000,14.4059056000,46581686,139752956.0000,1,2.157401,1,1.351350,0
52,2019-03-22,sh.601058,14.6005800000,15.1846032000,14.5519114000,15.1359346000,14.6005800000,53797193,164279990.0000,1,2.491583,1,3.666663,0
53,2019-03-25,sh.601058,14.8439230000,15.3306090000,14.6492486000,15.0385974000,15.1359346000,36349733,112351876.0000,1,1.683515,1,-0.643086,0
54,2019-03-26,sh.601058,15.0385974000,15.1359346000,14.3085684000,14.4059056000,15.0385974000,37203804,111628077.0000,1,1.723071,1,-4.207116,0
55,2019-03-27,sh.601058,14.4059056000,14.5032428000,14.1138940000,14.4545742000,14.4059056000,17391503,51313379.0000,1,0.805476,1,0.337838,0
56,2019-03-28,sh.601058,14.4545742000,14.8925916000,14.3572370000,14.4059056000,14.4545742000,34149509,102768358.0000,1,1.581613,1,-0.336700,0
57,2019-03-29,sh.601058,14.3572370000,14.7952544000,14.3572370000,14.7465858000,14.4059056000,25709950,77168468.0000,1,1.190740,1,2.364862,0
58,2019-04-01,sh.601058,14.9412602000,15.3306090000,14.8925916000,15.1846032000,14.7465858000,39315169,122275912.0000,1,1.820857,1,2.970294,0
59,2019-04-02,sh.601058,15.6226206000,16.4986554000,15.3792776000,16.1093066000,15.1846032000,85381816,280070208.0000,1,3.954405,1,6.089746,0
60,2019-04-03,sh.601058,16.2066438000,16.5473240000,15.9146322000,16.4499868000,16.1093066000,56582586,190062809.0000,1,2.620587,1,2.114809,0
61,2019-04-04,sh.601058,16.5473240000,16.5473240000,16.1093066000,16.3526496000,16.4499868000,47787352,160468226.0000,1,2.213241,1,-0.591722,0
62,2019-04-08,sh.601058,16.5473240000,16.8880042000,16.0606380000,16.4013182000,16.3526496000,46885204,158374937.0000,1,2.171459,1,0.297619,0
63,2019-04-09,sh.601058,16.4013182000,16.6446612000,16.1579752000,16.5473240000,16.4013182000,34594474,116960983.0000,1,1.602221,1,0.890214,0
64,2019-04-10,sh.601058,16.5959926000,17.9100448000,16.3526496000,17.3746902000,16.5473240000,63269324,224428332.0000,1,2.930279,1,4.999995,0
65,2019-04-11,sh.601058,17.4720274000,17.8127076000,17.0826786000,17.1313472000,17.3746902000,37207170,133074001.0000,1,1.723227,1,-1.400559,0
66,2019-04-12,sh.601058,17.3260216000,17.3260216000,16.6933298000,16.8880042000,17.1313472000,27484539,95488546.0000,1,1.272929,1,-1.420453,0
67,2019-04-15,sh.601058,17.2286844000,17.4233588000,16.4499868000,16.4986554000,16.8880042000,25700464,89276852.0000,1,1.190301,1,-2.305473,0
68,2019-04-16,sh.601058,16.3039810000,16.7906670000,16.1093066000,16.6933298000,16.4986554000,27885310,94216252.0000,1,1.291491,1,1.179940,0
69,2019-04-17,sh.601058,16.7906670000,16.9366728000,16.5473240000,16.8880042000,16.6933298000,22857593,78719707.0000,1,1.058635,1,1.166180,0
70,2019-04-18,sh.601058,16.8393356000,17.6667018000,16.7419984000,17.2286844000,16.8880042000,33006095,117169820.0000,1,1.528656,1,2.017289,0
71,2019-04-19,sh.601058,17.2286844000,17.3260216000,16.9853414000,17.3260216000,17.2286844000,15703321,55370544.0000,1,0.727289,1,0.564971,0
72,2019-04-22,sh.601058,17.3260216000,17.4720274000,16.9366728000,17.0340100000,17.3260216000,29226548,102557948.0000,1,1.353609,1,-1.685392,0
73,2019-04-23,sh.601058,16.9853414000,17.0340100000,16.4013182000,16.5959926000,17.0340100000,28988977,99582802.0000,1,1.342606,1,-2.571426,0
74,2019-04-24,sh.601058,16.6446612000,16.9366728000,16.5959926000,16.8393356000,16.5959926000,17879826,61579374.0000,1,0.828093,1,1.466274,0
75,2019-04-25,sh.601058,16.9366728000,16.9366728000,16.2066438000,16.3039810000,16.8393356000,31323618,106513258.0000,1,1.450734,1,-3.179194,0
76,2019-04-26,sh.601058,16.3526496000,16.3526496000,15.9146322000,16.0606380000,16.3039810000,29901370,98872997.0000,1,1.384863,1,-1.492536,0
77,2019-04-29,sh.601058,16.0606380000,16.3039810000,15.5252834000,15.7686264000,16.0606380000,22145031,72617666.0000,1,1.025633,1,-1.818180,0
78,2019-04-30,sh.601058,15.8659636000,16.5959926000,14.8925916000,16.1093066000,15.7686264000,26545812,88118005.0000,1,1.229453,1,2.160492,0
79,2019-05-06,sh.601058,15.4279462000,16.2066438000,15.1846032000,15.2819404000,16.1093066000,30650239,97669427.0000,1,1.419546,1,-5.135947,0
80,2019-05-07,sh.601058,15.3792776000,15.6226206000,15.2332718000,15.5739520000,15.2819404000,22500984,71392727.0000,1,1.042119,1,1.910826,0
81,2019-05-08,sh.601058,15.3306090000,15.8172950000,14.9899288000,15.5739520000,15.5739520000,24827096,79232085.0000,1,1.149851,1,0.000000,0
82,2019-05-09,sh.601058,15.5252834000,15.8172950000,15.2332718000,15.7199578000,15.5739520000,27947189,89618857.0000,1,1.294356,1,0.937499,0
83,2019-05-10,sh.601058,16.4499868000,17.0340100000,16.0119694000,16.8393356000,15.7199578000,67525334,228530098.0000,1,3.127393,1,7.120743,0
84,2019-05-13,sh.601058,16.4986554000,18.5427366000,16.1093066000,17.4720274000,16.8393356000,130244041,475842674.0000,1,6.032170,1,3.757222,0
85,2019-05-14,sh.601058,16.8880042000,16.9366728000,15.7199578000,15.7686264000,17.4720274000,119136163,395853007.0000,1,5.517716,1,-9.749302,0
86,2019-05-15,sh.601058,15.7686264000,16.0606380000,15.4766148000,15.9146322000,15.7686264000,48347629,157101294.0000,1,2.239190,1,0.925925,0
87,2019-05-16,sh.601058,15.7686264000,16.8880042000,15.7199578000,16.5959926000,15.9146322000,58774744,196759930.0000,1,2.722115,1,4.281349,0
88,2019-05-17,sh.601058,16.4013182000,16.4986554000,15.6712892000,16.0606380000,16.5959926000,39904300,131163057.0000,1,1.848142,1,-3.225811,0
89,2019-05-20,sh.601058,15.9633008000,16.1093066000,15.6712892000,15.9146322000,16.0606380000,20524188,66801395.0000,1,0.950565,1,-0.909090,0
90,2019-05-21,sh.601058,15.8172950000,16.0119694000,15.6226206000,15.9146322000,15.9146322000,18944919,61759216.0000,1,0.877422,1,0.000000,0
91,2019-05-22,sh.601058,15.8659636000,16.0119694000,15.5739520000,15.6712892000,15.9146322000,20515467,66373244.0000,1,0.950161,1,-1.529050,0
92,2019-05-23,sh.601058,15.5739520000,15.6226206000,15.0872660000,15.2819404000,15.6712892000,19812880,62668657.0000,1,0.917621,1,-2.484470,0
93,2019-05-24,sh.601058,15.1846032000,15.3306090000,14.4545742000,14.6005800000,15.2819404000,26363437,79993346.0000,1,1.221006,1,-4.458602,0
94,2019-05-27,sh.601058,14.5519114000,14.9412602000,14.5519114000,14.8925916000,14.6005800000,11865399,36011646.0000,1,0.549538,1,1.999998,0
95,2019-05-28,sh.601058,14.9412602000,15.1846032000,14.7952544000,14.8439230000,14.8925916000,12414100,38305405.0000,1,0.574951,1,-0.326797,0
96,2019-05-29,sh.601058,14.8439230000,14.9412602000,14.7952544000,14.8439230000,14.8439230000,5866940,17910978.0000,1,0.271724,1,0.000000,0
97,2019-05-30,sh.601058,14.7952544000,14.9412602000,14.6005800000,14.7465858000,14.8439230000,7106500,21556688.0000,1,0.329133,1,-0.655737,0
98,2019-05-31,sh.601058,14.8455570000,14.9940125700,14.4496754800,14.5486458600,14.7465866200,8774640,26130294.0000,1,0.406392,1,-1.342281,0
99,2019-06-03,sh.601058,14.5486458600,14.8950421900,14.4991606700,14.7465866200,14.5486458600,10150314,30096142.0000,1,0.470105,1,1.360543,0
100,2019-06-04,sh.601058,14.6476162400,14.7960718100,14.5486458600,14.7465866200,14.7465866200,6032020,17943961.0000,1,0.279369,1,0.000000,0
101,2019-06-05,sh.601058,14.8455570000,14.9940125700,14.7960718100,14.8455570000,14.7465866200,6760421,20345007.0000,1,0.313105,1,0.671140,0
102,2019-06-06,sh.601058,14.8950421900,14.8950421900,14.6971014300,14.7465866200,14.8455570000,8291807,24765747.0000,1,0.384030,1,-0.666666,0
103,2019-06-10,sh.601058,14.8455570000,14.8455570000,14.6971014300,14.7960718100,14.7465866200,5764680,17192820.0000,1,0.266988,1,0.335570,0
104,2019-06-11,sh.601058,14.7465866200,15.2414385200,14.6971014300,15.1919533300,14.7960718100,7920951,24091369.0000,1,0.366854,1,2.675583,0
105,2019-06-12,sh.601058,15.1424681400,15.1919533300,14.9445273800,14.9445273800,15.1919533300,5375857,16326910.0000,1,0.248979,1,-1.628663,0
106,2019-06-13,sh.601058,14.9445273800,15.3898940900,14.8455570000,15.1919533300,14.9445273800,12132680,37151450.0000,1,0.561917,1,1.655628,0
107,2019-06-14,sh.601058,15.1424681400,15.1919533300,14.7465866200,14.7465866200,15.1919533300,12457021,37496029.0000,1,0.576939,1,-2.931593,0
108,2019-06-17,sh.601058,14.7465866200,14.7465866200,14.2517347200,14.4001902900,14.7465866200,13308920,38846678.0000,1,0.616394,1,-2.348991,0
109,2019-06-18,sh.601058,14.3012199100,14.4991606700,14.2517347200,14.3507051000,14.4001902900,6659460,19333936.0000,1,0.308429,1,-0.343642,0
110,2019-06-19,sh.601058,14.5981310500,14.7960718100,14.3012199100,14.4001902900,14.3507051000,12148160,35566505.0000,1,0.562634,1,0.344827,0
111,2019-06-20,sh.601058,14.2517347200,14.6971014300,14.2022495300,14.5486458600,14.4001902900,14447100,42260022.0000,1,0.669108,1,1.030927,0
112,2019-06-21,sh.601058,14.5486458600,14.8950421900,14.4991606700,14.7960718100,14.5486458600,12387880,36865139.0000,1,0.573737,1,1.700679,0
113,2019-06-24,sh.601058,14.8455570000,14.8950421900,14.7465866200,14.8950421900,14.7960718100,5417740,16249670.0000,1,0.250919,1,0.668896,0
114,2019-06-25,sh.601058,14.7465866200,14.9445273800,14.5486458600,14.8455570000,14.8950421900,7362520,21871732.0000,1,0.340990,1,-0.332226,0
115,2019-06-26,sh.601058,14.8455570000,14.9940125700,14.7465866200,14.7960718100,14.8455570000,8676508,26065680.0000,1,0.401847,1,-0.333333,0
116,2019-06-27,sh.601058,14.7960718100,14.9940125700,14.6971014300,14.8950421900,14.7960718100,13184300,39582033.0000,1,0.610623,1,0.668896,0
117,2019-06-28,sh.601058,14.8950421900,14.8950421900,14.6476162400,14.6971014300,14.8950421900,8951060,26770906.0000,1,0.414563,1,-1.328902,0
118,2019-07-01,sh.601058,15.0929829500,15.5383496600,14.9445273800,15.3898940900,14.6971014300,25602504,79015889.0000,1,1.185764,1,4.713800,0
119,2019-07-02,sh.601058,15.3898940900,15.9837163700,15.3898940900,15.5878348500,15.3898940900,28230094,89652091.0000,1,1.307459,1,1.286180,0
120,2019-07-03,sh.601058,15.4888644700,15.8352608000,15.3898940900,15.5878348500,15.5878348500,23803707,75250482.0000,1,1.102454,1,0.000000,0
121,2019-07-04,sh.601058,15.6868052300,16.3795978900,15.6373200400,16.1321719400,15.5878348500,36573249,118706236.0000,1,1.693867,1,3.492060,0
122,2019-07-05,sh.601058,16.0826867500,16.4290830800,16.0332015600,16.1816571300,16.1321719400,19653540,64268356.0000,1,0.910241,1,0.306748,0
123,2019-07-08,sh.601058,16.1321719400,16.2806275100,15.7362904200,15.7857756100,16.1816571300,24098177,77603329.0000,1,1.116092,1,-2.446481,0
124,2019-07-09,sh.601058,15.8847459900,15.9837163700,15.4888644700,15.8847459900,15.7857756100,18120911,57622379.0000,1,0.839259,1,0.626959,0
125,2019-07-10,sh.601058,15.9342311800,15.9342311800,15.7362904200,15.9342311800,15.8847459900,17715360,56645561.0000,1,0.820476,1,0.311526,0
126,2019-07-11,sh.601058,15.8352608000,16.4785682700,15.8352608000,16.3795978900,15.9342311800,42192900,138842127.0000,1,1.954138,1,2.795028,0
127,2019-07-12,sh.601058,16.4785682700,17.2208461200,16.2311423200,17.2208461200,16.3795978900,49414562,168345059.0000,1,2.288604,1,5.135954,0
128,2019-07-15,sh.601058,17.0723905500,17.4187868800,16.6270238400,17.0723905500,17.2208461200,42178596,144874728.0000,1,1.953475,1,-0.862068,0
129,2019-07-16,sh.601058,17.3198165000,17.4682720700,16.3301127000,16.4290830800,17.0723905500,50221480,169649026.0000,1,2.325976,1,-3.768119,0
130,2019-07-17,sh.601058,16.5280534600,17.3198165000,16.4290830800,16.9734201700,16.4290830800,46547894,159878932.0000,1,2.155836,1,3.313257,0
131,2019-07-18,sh.601058,17.1218757400,18.0126091600,16.7754794100,17.6167276400,16.9734201700,69182190,245393695.0000,1,3.204129,1,3.790084,0
132,2019-07-19,sh.601058,17.6167276400,18.3590054900,17.6167276400,18.2105499200,17.6167276400,70148510,257260823.0000,1,3.248884,1,3.370790,0
133,2019-07-22,sh.601058,18.2105499200,18.5569462500,17.6662128300,18.0126091600,18.2105499200,52147264,191924190.0000,1,2.415168,1,-1.086955,0
134,2019-07-23,sh.601058,18.2105499200,18.8043722000,18.1115795400,18.8043722000,18.0126091600,57704701,216016564.0000,1,2.672557,1,4.395600,0
135,2019-07-24,sh.601058,18.7548870100,18.8043722000,18.3095203000,18.5074610600,18.8043722000,40642141,152277507.0000,1,1.882315,1,-1.578946,0
136,2019-07-25,sh.601058,18.5074610600,18.7054018200,17.8146684000,18.1610647300,18.5074610600,52184642,191252107.0000,1,2.416899,1,-1.871656,0
137,2019-07-26,sh.601058,18.2600351100,18.4084906800,17.8641535900,18.3095203000,18.1610647300,23948058,87849444.0000,1,1.109100,1,0.817400,0
138,2019-07-29,sh.601058,18.3590054900,18.4579758700,18.0126091600,18.1610647300,18.3095203000,21657352,79549706.0000,1,1.003047,1,-0.810810,0
139,2019-07-30,sh.601058,18.1115795400,18.5569462500,18.0126091600,18.2600351100,18.1610647300,22784532,84304558.0000,1,1.055300,1,0.545000,0
140,2019-07-31,sh.601058,18.1115795400,18.2600351100,17.6167276400,17.8641535900,18.2600351100,23939229,86670319.0000,1,1.108700,1,-2.168000,0
141,2019-08-01,sh.601058,17.8641535900,18.1115795400,17.7156980200,17.8641535900,17.8641535900,19506100,70537025.0000,1,0.903400,1,0.000000,0
142,2019-08-02,sh.601058,17.5672424500,18.2600351100,17.4187868800,18.0620943500,17.8641535900,26805569,96730113.0000,1,1.241500,1,1.108000,0
143,2019-08-05,sh.601058,17.8641535900,17.8641535900,16.8249646000,16.9239349800,18.0620943500,42317200,147422915.0000,1,1.959900,1,-6.301400,0
144,2019-08-06,sh.601058,16.5775386500,17.2703313100,16.4290830800,16.9734201700,16.9239349800,26350719,90173193.0000,1,1.220400,1,0.292400,0
145,2019-08-07,sh.601058,16.9239349800,17.2208461200,16.6270238400,17.0229053600,16.9734201700,19192231,65871051.0000,1,0.888900,1,0.291500,0
