,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
0,2019-01-02,sh.600226,61.6561895400,62.3121064500,60.5629946900,61.0002726300,61.2189116000,19051752,53381209.0000,1,0.955996,1,-0.357142,0
1,2019-01-03,sh.600226,60.7816336600,61.2189116000,58.5952439600,58.8138829300,61.0002726300,31483590,86123688.0000,1,1.579812,1,-3.584226,0
2,2019-01-04,sh.600226,58.8138829300,62.5307454200,58.8138829300,61.8748285100,58.8138829300,49696089,138572407.0000,1,2.493696,1,5.204456,0
3,2019-01-07,sh.600226,62.5307454200,63.8425792400,61.4375505700,62.9680233600,61.8748285100,43789255,125389370.0000,1,2.197297,1,1.766791,0
4,2019-01-08,sh.600226,62.9680233600,64.0612182100,61.8748285100,63.8425792400,62.9680233600,47804135,138406131.0000,1,2.398760,1,1.388888,0
5,2019-01-09,sh.600226,63.6239402700,69.9644704000,62.9680233600,66.4662468800,63.8425792400,89197663,270936813.0000,1,4.475842,1,4.109585,0
6,2019-01-10,sh.600226,66.4662468800,70.6203873100,65.1544130600,69.3085534900,66.4662468800,98726385,308800108.0000,1,4.953983,1,4.276320,0
7,2019-01-11,sh.600226,68.8712755500,70.4017483400,66.9035248200,67.7780807000,69.3085534900,61280792,191106315.0000,1,3.075004,1,-2.208207,0
8,2019-01-14,sh.600226,67.7780807000,67.9967196700,66.0289689400,66.0289689400,67.7780807000,35619664,108720439.0000,1,1.787356,1,-2.580643,0
9,2019-01-15,sh.600226,66.6848858500,67.3408027600,65.3730520300,66.0289689400,66.0289689400,37961894,114920660.0000,1,1.904887,1,0.000000,0
10,2019-01-16,sh.600226,66.0289689400,66.6848858500,65.5916910000,65.5916910000,66.0289689400,26429258,79834453.0000,1,1.326191,1,-0.662251,0
11,2019-01-17,sh.600226,65.8103299700,66.4662468800,64.2798571800,64.7171351200,65.5916910000,33122217,98738222.0000,1,1.662037,1,-1.333332,0
12,2019-01-18,sh.600226,64.4984961500,65.8103299700,64.2798571800,65.1544130600,64.7171351200,28927994,85908163.0000,1,1.451575,1,0.675675,0
13,2019-01-21,sh.600226,65.1544130600,66.0289689400,64.7171351200,65.1544130600,65.1544130600,21644615,64700055.0000,1,1.086103,1,0.000000,0
14,2019-01-22,sh.600226,65.1544130600,68.2153586400,64.7171351200,66.4662468800,65.1544130600,44563488,135567952.0000,1,2.236147,1,2.013421,0
15,2019-01-23,sh.600226,65.8103299700,66.0289689400,64.2798571800,65.1544130600,66.4662468800,28639646,85256503.0000,1,1.437106,1,-1.973682,0
16,2019-01-24,sh.600226,65.5916910000,65.8103299700,64.7171351200,65.3730520300,65.1544130600,22078353,65773278.0000,1,1.107868,1,0.335570,0
17,2019-01-25,sh.600226,64.4984961500,64.4984961500,58.8138829300,62.9680233600,65.3730520300,54359583,154432760.0000,1,2.727705,1,-3.678926,0
18,2019-01-28,sh.600226,62.0934674800,63.1866623300,60.3443557200,60.7816336600,62.9680233600,26082528,73656491.0000,1,1.308793,1,-3.472227,0
19,2019-01-29,sh.600226,60.7816336600,60.7816336600,57.9393270500,58.3766049900,60.7816336600,28133908,75809948.0000,1,1.411729,1,-3.956831,0
20,2019-01-30,sh.600226,57.9393270500,58.8138829300,53.5665476500,54.4411035300,58.3766049900,43476160,111917023.0000,1,2.181586,1,-6.741575,0
21,2019-01-31,sh.600226,54.6597425000,55.7529373500,53.1292697100,53.7851866200,54.4411035300,33078312,82587828.0000,1,1.659834,1,-1.204818,0
22,2019-02-01,sh.600226,54.4411035300,56.1902152900,54.2224645600,55.7529373500,53.7851866200,20605362,52166193.0000,1,1.033955,1,3.658533,0
23,2019-02-11,sh.600226,56.1902152900,57.9393270500,56.1902152900,57.7206880800,55.7529373500,19088004,50047414.0000,1,0.957815,1,3.529418,0
24,2019-02-12,sh.600226,57.9393270500,59.6884388100,57.0647711700,59.4697998400,57.7206880800,26206883,70281504.0000,1,1.315033,1,3.030300,0
25,2019-02-13,sh.600226,59.6884388100,59.9070777800,58.1579660200,59.4697998400,59.4697998400,29527713,80031425.0000,1,1.481669,1,0.000000,0
26,2019-02-14,sh.600226,59.9070777800,62.9680233600,59.4697998400,60.3443557200,59.4697998400,36529594,102161590.0000,1,1.833015,1,1.470587,0
27,2019-02-15,sh.600226,59.9070777800,61.4375505700,59.4697998400,60.3443557200,60.3443557200,30842397,85046526.0000,1,1.547638,1,0.000000,0
28,2019-02-18,sh.600226,60.7816336600,62.9680233600,60.3443557200,62.3121064500,60.3443557200,46845361,132872155.0000,1,2.350649,1,3.260867,0
29,2019-02-19,sh.600226,62.9680233600,64.2798571800,61.4375505700,63.4053013000,62.3121064500,55852996,160777902.0000,1,2.802643,1,1.754393,0
30,2019-02-20,sh.600226,63.1866623300,63.6239402700,61.8748285100,62.7493843900,63.4053013000,37356258,107083298.0000,1,1.874496,1,-1.034490,0
31,2019-02-21,sh.600226,62.5307454200,63.6239402700,61.8748285100,62.3121064500,62.7493843900,48506581,139059390.0000,1,2.434007,1,-0.696863,0
32,2019-02-22,sh.600226,62.3121064500,68.6526365800,61.6561895400,68.6526365800,62.3121064500,92271764,275476966.0000,1,4.630097,1,10.175450,0
33,2019-02-25,sh.600226,75.4304446500,75.4304446500,71.9322211300,75.4304446500,68.6526365800,254417685,869794653.0000,1,12.766403,1,9.872609,0
34,2019-02-26,sh.600226,79.8032240500,83.0828086000,73.4626939200,83.0828086000,75.4304446500,314401664,1161320167.0000,1,15.776334,1,10.144920,0
35,2019-02-27,sh.600226,81.9896137500,89.8606166700,74.9931667100,79.3659461100,83.0828086000,297380832,1117688672.0000,1,14.922247,1,-4.473680,0
36,2019-02-28,sh.600226,78.4913902300,80.6777799300,73.2440549500,74.7745277400,79.3659461100,170450533,594307763.0000,1,8.553022,1,-5.785125,0
37,2019-03-01,sh.600226,75.4304446500,78.9286681700,72.3694990700,78.0541122900,74.7745277400,154374131,539080746.0000,1,7.746326,1,4.385961,0
38,2019-03-04,sh.600226,78.7100292000,85.9251152100,77.1795564100,81.9896137500,78.0541122900,227610656,842652167.0000,1,11.421255,1,5.042019,0
39,2019-03-05,sh.600226,79.5845850800,85.0505593300,78.7100292000,83.5200865400,81.9896137500,189427669,713728862.0000,1,9.505274,1,1.866665,0
40,2019-03-06,sh.600226,83.7387255100,87.2369490300,80.4591409600,86.1437541800,83.5200865400,220587594,853761665.0000,1,11.068846,1,3.141365,0
41,2019-03-07,sh.600226,85.0505593300,91.8283674000,83.3014475700,88.9860607900,86.1437541800,213756228,851007338.0000,1,10.726055,1,3.299495,0
42,2019-03-08,sh.600226,85.9251152100,87.6742269700,80.0218630200,80.0218630200,88.9860607900,158645453,608036462.0000,1,7.960656,1,-10.073710,0
43,2019-03-11,sh.600226,79.3659461100,82.6455306600,76.9609174400,82.4268916900,80.0218630200,107518581,394726942.0000,1,5.395165,1,3.005462,0
44,2019-03-12,sh.600226,83.5200865400,90.7351725500,82.4268916900,90.7351725500,82.4268916900,255192415,1034006772.0000,1,12.805278,1,10.079580,0
45,2019-03-13,sh.600226,93.5774791600,99.9180092900,89.6419777000,99.9180092900,90.7351725500,320978416,1424336883.0000,1,16.106348,1,10.120480,0
46,2019-03-14,sh.600226,98.3875365000,104.0721497200,89.8606166700,91.8283674000,99.9180092900,282543744,1227981847.0000,1,14.177738,1,-8.096288,0
47,2019-03-15,sh.600226,91.8283674000,100.3552872300,89.6419777000,97.5129806200,91.8283674000,245016816,1060730105.0000,1,12.294677,1,6.190482,0
48,2019-03-18,sh.600226,97.7316195900,106.0399004500,94.2333960700,97.9502585600,97.5129806200,223572118,1018111579.0000,1,11.218606,1,0.448430,0
