,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
0,2019-01-02,sh.601177,9.5064503100,9.5370833400,8.7814686000,8.9040007200,9.1694869800,4257913,38389548.0000,1,1.064319,1,-2.895315,0
1,2019-01-03,sh.601177,9.1694869800,9.1796979900,8.7508355700,8.7814686000,8.9040007200,4117291,36148858.0000,1,1.029168,1,-1.376145,0
2,2019-01-04,sh.601177,8.4751383000,8.9958998100,8.4547162800,8.7508355700,8.7814686000,2443006,21101998.0000,1,0.610660,1,-0.348845,0
3,2019-01-07,sh.601177,8.8733676900,8.8835787000,8.4751383000,8.5466153700,8.7508355700,3189933,26814309.0000,1,0.797364,1,-2.333720,0
4,2019-01-08,sh.601177,8.4649272900,8.6691474900,8.4649272900,8.6589364800,8.5466153700,1934500,16282987.0000,1,0.483552,1,1.314213,0
5,2019-01-09,sh.601177,8.6589364800,8.8018906200,8.4342942600,8.5159823400,8.6589364800,2531928,21351841.0000,1,0.632887,1,-1.650936,0
6,2019-01-10,sh.601177,8.4853493100,8.5568263800,8.3117621400,8.4138722400,8.5159823400,1533900,12647813.0000,1,0.383417,1,-1.199045,0
7,2019-01-11,sh.601177,8.4036612300,9.1796979900,8.3219731500,9.1286429400,8.4138722400,5579591,48440258.0000,1,1.394689,1,8.495144,0
8,2019-01-14,sh.601177,9.0367438500,9.1899090000,8.8529456700,8.9448447600,9.1286429400,3280006,28839919.0000,1,0.819879,1,-2.013416,0
9,2019-01-15,sh.601177,8.9448447600,9.2920191000,8.8937897100,9.2103310200,8.9448447600,3539426,31643063.0000,1,0.884724,1,2.968039,0
10,2019-01-16,sh.601177,9.1490649600,9.4145512200,9.0877989000,9.1490649600,9.2103310200,1874026,16974509.0000,1,0.468436,1,-0.665193,0
11,2019-01-17,sh.601177,9.1796979900,9.5472943500,9.1796979900,9.4860282900,9.1490649600,3655028,33542301.0000,1,0.913620,1,3.683035,0
12,2019-01-18,sh.601177,9.4962393000,9.5779273800,9.3532851600,9.5064503100,9.4860282900,1873216,17340380.0000,1,0.468234,1,0.215290,0
13,2019-01-21,sh.601177,9.5472943500,10.3335421200,9.5370833400,10.2007989900,9.5064503100,6015622,59184419.0000,1,1.503680,1,7.303967,0
14,2019-01-22,sh.601177,10.0578448500,10.3029090900,9.8025696000,10.2110100000,10.2007989900,3720200,36575915.0000,1,0.929911,1,0.100102,0
15,2019-01-23,sh.601177,10.0884778800,10.4560742400,10.0170008100,10.3437531300,10.2110100000,3282693,32851374.0000,1,0.820550,1,1.300001,0
16,2019-01-24,sh.601177,10.4254412100,11.0176797900,10.3233311100,10.5173403000,10.3437531300,8332430,86855153.0000,1,2.082795,1,1.678184,0
17,2019-01-25,sh.601177,10.3335421200,11.4567532200,10.2212210100,10.9768357500,10.5173403000,5136873,54782299.0000,1,1.284026,1,4.368930,0
18,2019-01-28,sh.601177,10.9870467600,11.1810559500,10.5581843400,10.7419825200,10.9768357500,3697509,39133608.0000,1,0.924239,1,-2.139531,0
19,2019-01-29,sh.601177,10.8645146400,10.8849366600,10.3131201000,10.5888173700,10.7419825200,2948294,30335493.0000,1,0.736963,1,-1.425861,0
20,2019-01-30,sh.601177,10.5786063600,10.7113494900,10.3131201000,10.3131201000,10.5888173700,1547002,15894733.0000,1,0.386692,1,-2.603660,0
21,2019-01-31,sh.601177,10.4867072700,10.6296614100,10.1497439400,10.2110100000,10.3131201000,3132101,32067217.0000,1,0.782908,1,-0.990103,0
22,2019-02-01,sh.601177,10.2620650500,10.6500834300,10.2416430300,10.5581843400,10.2110100000,1964388,20171060.0000,1,0.491023,1,3.400002,0
23,2019-02-11,sh.601177,10.5581843400,10.7828265600,10.3845971700,10.7011384800,10.5581843400,3194455,33180059.0000,1,0.798494,1,1.353959,0
24,2019-02-12,sh.601177,10.7011384800,10.7011384800,10.3743861600,10.6500834300,10.7011384800,1935915,19935830.0000,1,0.483906,1,-0.477092,0
25,2019-02-13,sh.601177,10.5683953500,10.9768357500,10.4764962600,10.9359917100,10.6500834300,2629496,27691628.0000,1,0.657275,1,2.684561,0
26,2019-02-14,sh.601177,10.8032485800,11.0278908000,10.7215605000,10.8134595900,10.9359917100,1771698,18888673.0000,1,0.442858,1,-1.120447,0
27,2019-02-15,sh.601177,10.8134595900,10.8134595900,10.5990283800,10.7113494900,10.8134595900,2594926,27191104.0000,1,0.648634,1,-0.944291,0
28,2019-02-18,sh.601177,10.6398724200,11.1708449400,10.5581843400,11.1300009000,10.7113494900,3652432,38957347.0000,1,0.912971,1,3.908483,0
29,2019-02-19,sh.601177,11.2321110000,11.7426615000,11.2321110000,11.7018174600,11.1300009000,5500949,62042258.0000,1,1.375031,1,5.137619,0
