,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
0,2019-01-02,sh.603958,8.1441597600,8.1544427900,8.0516124900,8.0618955200,8.1441597600,509700,4010655.0000,1,0.772284,1,-1.010100,0
1,2019-01-03,sh.603958,8.0824615800,8.1441597600,7.9899143100,8.0413294600,8.0618955200,451500,3541676.0000,1,0.684101,1,-0.255102,0
2,2019-01-04,sh.603958,8.0413294600,8.2161409700,7.8870840100,8.2058579400,8.0413294600,884900,6987078.0000,1,1.340778,1,2.046034,0
3,2019-01-07,sh.603958,8.2675561200,8.3292543000,8.2264240000,8.3086882400,8.2058579400,842513,6796073.0000,1,1.276554,1,1.253132,0
4,2019-01-08,sh.603958,8.3189712700,8.3703864200,8.2675561200,8.3292543000,8.3086882400,618407,5002845.0000,1,0.936995,1,0.247530,0
5,2019-01-09,sh.603958,8.2881221800,8.4834997500,8.2881221800,8.3806694500,8.3292543000,969400,7931267.0000,1,1.468810,1,0.617274,0
6,2019-01-10,sh.603958,8.3806694500,8.4320846000,8.3395373300,8.3806694500,8.3806694500,610300,4975398.0000,1,0.924711,1,0.000000,0
7,2019-01-11,sh.603958,8.3806694500,8.4218015700,8.3395373300,8.4012355100,8.3806694500,710687,5792605.0000,1,1.076815,1,0.245404,0
8,2019-01-14,sh.603958,8.3909524800,8.4629336900,8.3703864200,8.4115185400,8.4012355100,793500,6494035.0000,1,1.202291,1,0.122402,0
9,2019-01-15,sh.603958,8.4115185400,8.6685942900,8.3703864200,8.5554809600,8.4115185400,1162400,9630098.0000,1,1.761239,1,1.711484,0
10,2019-01-16,sh.603958,8.5349149000,8.5349149000,8.4629336900,8.4732167200,8.5554809600,690600,5703855.0000,1,1.046380,1,-0.961538,0
11,2019-01-17,sh.603958,8.5143488400,8.5143488400,8.3292543000,8.3395373300,8.4732167200,569000,4661175.0000,1,0.862134,1,-1.577671,0
12,2019-01-18,sh.603958,8.3601033900,8.4629336900,8.3189712700,8.4115185400,8.3395373300,556400,4534830.0000,1,0.843043,1,0.863140,0
13,2019-01-21,sh.603958,8.4012355100,8.5760470200,8.3806694500,8.5349149000,8.4115185400,1117600,9234934.0000,1,1.693359,1,1.466991,0
14,2019-01-22,sh.603958,8.4834997500,8.8845379200,8.4732167200,8.8125567100,8.5349149000,2652819,22309102.0000,1,4.019484,1,3.253006,0
15,2019-01-23,sh.603958,8.6583112600,9.1621797300,8.5863300500,9.0696324600,8.8125567100,4862084,41763267.0000,1,7.366906,1,2.917153,0
16,2019-01-24,sh.603958,8.9668021600,9.3678403300,8.8845379200,9.1724627600,9.0696324600,8275870,74079405.0000,1,12.539388,1,1.133791,0
17,2019-01-25,sh.603958,8.9976512500,8.9976512500,8.2572730900,8.3292543000,9.1724627600,5058760,41582717.0000,1,7.664904,1,-9.192822,0
18,2019-01-28,sh.603958,8.2058579400,8.3086882400,7.9487821900,7.9796312800,8.3292543000,2441968,19197333.0000,1,3.700008,1,-4.197533,0
19,2019-01-29,sh.603958,7.9590652200,7.9590652200,7.5683100800,7.6917064400,7.9796312800,1645135,12379081.0000,1,2.492667,1,-3.608250,0
20,2019-01-30,sh.603958,7.5991591700,7.7122725000,7.5683100800,7.5888761400,7.6917064400,793236,5890965.0000,1,1.201891,1,-1.336897,0
21,2019-01-31,sh.603958,7.4654797800,7.6608573500,7.4140646300,7.4654797800,7.5888761400,1039400,7584754.0000,1,1.574872,1,-1.626015,0
22,2019-02-01,sh.603958,7.5168949300,7.6505743200,7.5066119000,7.6300082600,7.4654797800,860094,6345313.0000,1,1.303193,1,2.203855,0
23,2019-02-11,sh.603958,7.6300082600,7.9076500700,7.6094422000,7.8562349200,7.6300082600,1163694,8843317.0000,1,1.763200,1,2.964957,0
24,2019-02-12,sh.603958,7.8665179500,8.0207634000,7.8253858300,7.9282161300,7.8562349200,985800,7585358.0000,1,1.493659,1,0.916233,0
25,2019-02-13,sh.603958,7.9796312800,8.0618955200,7.9179331000,8.0104803700,7.9282161300,1481300,11496155.0000,1,2.244428,1,1.037612,0
26,2019-02-14,sh.603958,8.0001973400,8.1647258200,7.8768009800,8.0618955200,8.0104803700,1243500,9724441.0000,1,1.884120,1,0.641851,0
27,2019-02-15,sh.603958,8.0516124900,8.0927446100,7.9899143100,8.0207634000,8.0618955200,822900,6432483.0000,1,1.246837,1,-0.510204,0
28,2019-02-18,sh.603958,8.0207634000,8.3703864200,8.0207634000,8.3189712700,8.0207634000,2370300,18930002.0000,1,3.591418,1,3.717948,0
29,2019-02-19,sh.603958,8.3292543000,8.3806694500,8.1441597600,8.2367070300,8.3189712700,2077308,16649759.0000,1,3.147484,1,-0.988874,0
30,2019-02-20,sh.603958,8.2469900600,8.2984052100,8.1852918800,8.2881221800,8.2367070300,1201708,9630139.0000,1,1.820797,1,0.624222,0
31,2019-02-21,sh.603958,8.2469900600,8.3909524800,8.1852918800,8.2161409700,8.2881221800,1975856,15950847.0000,1,2.993767,1,-0.868494,0
32,2019-02-22,sh.603958,8.2469900600,8.3395373300,8.2367070300,8.3189712700,8.2161409700,2165531,17491265.0000,1,3.281157,1,1.251569,0
33,2019-02-25,sh.603958,8.3806694500,8.6685942900,8.3601033900,8.6377452000,8.3189712700,3753513,31058330.0000,1,5.687227,1,3.831885,0
